participant_id,condition,item,question,text,codes
5ea824f580b9ef228f589930,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I asked the AI to re-explain and explain some parts in a way that was easier for me to understand until it was explaing it in a more simplistic way that I could understand better.,ai_self_verify;prompt_engineering
673f6ffebce20832346325de,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I relied heavily on the AI but tried to double check the answers on my own. If I was not sure on my own I completely relied on the AI providing the correct answers.,full_reliance;own_first_then_compare
5ff454f2f0b5ed607169fba6,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I read the text the first time and check it the second time with the AI answer.,verify_against_source
6a00e5e9deafdfa23003cacb,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I double checked some of the answers by the AI against the scenario to ensure it hadn't missed terms that might impede interpretation by the model,verify_against_source
69ffa808e93cf482f4829587,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I used the AI response mostly and rely on my own knowledge of the task too,UNCODED
6a05ca3ca97a0b5ea50dd24c,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","i just pasted in the given scenario and then pasted in the question to get the answer however in the future i would definitely double check the answers, as I have never thought of doing that before",unspecified_verification
5f319edf7543f7087932aa98,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",own judgement,own_first_then_compare
6a04411878c03cd53d01bc3d,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",Just relied on the AI,full_reliance
5f6f3b4884cdf34934e9db6f,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",Cutting and pasting information into the AI system,UNCODED
6710a58eeff954cb2243950e,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","Process of elimination, reasoning and deducing conclusions from the scenarios",UNCODED
6a1589d7aa43b48061cf738a,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I relied on the AI, there was a lot of thinking and working out required",full_reliance
6a21b8ae2177f79a3833a3aa,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",i relied on the AI,full_reliance
59b19a277f6c84000151c001,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I asked the questions of the AI and then returned to the scene to try and check whether what the AI was telling me was correct by checking the answers and reasons given with the information in the scenerio,ai_self_verify
6a06e63d31c90ee68757b0d3,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",Tried to get answer myself and if unable then relied on AI,full_reliance;own_first_then_compare
6a271c0daa928450f32c7507,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I first read the scenario and question,  used the AI to answer the question, then i read through the explanation and compared the analysis to the scenario,",reasoning_check
65b9a002909e6b9bd3520066,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I relied on AI as the items were very intense for me to work out manually would have been very time consuming and did not appear effect use of time,effort_cost_time;full_reliance;own_first_then_compare
5f160514e2a4062d2a0ded58,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",trust in ai,full_reliance
6a00e2783fab0770e1f95674,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","i trusted the ai, also based on my own understanding",full_reliance
6a1002dabe7f5c918f052d3e,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",my head,UNCODED
6a0247c711c1663a4074fa1b,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","i didnt, too complicated and AI did all the heavy lifting",effort_cost_time
69fdda7887e460a4d33c272a,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","i just asked the ai o be sure of its answer, usually makes them double check the workings",ai_self_verify;reasoning_check
5c4f9227af9f500001be902e,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","When I wasn't the answer that the AI gave was correct to what I had, it made me question it more, and when I did, it changed it mind, which made me check what it was saying more, and asking the AI to give more proof behind it's answer.  That was the point that made me realise that the answers it gave in the earlier questions wasn't to be trusted.",UNCODED
679153802a458f825959cf4a,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",i mostly compared my answers and that of the generative AI,own_first_then_compare
5908ee77d4b33900015cb3f7,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",To be honest I gave up trying to work out the answers myself.  It was too difficult.  I 100% relied on AI,effort_cost_time;full_reliance;own_first_then_compare
6702f60844f21087e0840e3d,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",read the actual texts and followed the AI response closely to make sure it's correct,UNCODED
6a11e96e121c58edac86d8ae,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",Went through the scenario carefully and compared with the AIs answers,verify_against_source
6a07018cc4b031d691ad7868,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I just followed the instruction given in other to provide answers,UNCODED
6a1705de4d66fdccca1d1192,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I tried to get the AI to check its own workings. Occasionally I would just reask the question to see if it came to the same answer. I would also try to get it to summarise its answers to I could see how it was reaching the conclusions. Some of the wording in the scenarios at the end was a bit ambiguous so it was hard to feel confident in your answer.,ai_self_verify;prompt_engineering;reasoning_check
6a0b25192c5d95c79b377fc8,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I mostly used the AI system ensuring it had all the information,UNCODED
67118c5934ddcc26346c3183,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",i tried to read the scenerio and get help from ai to understand more better.,UNCODED
6a073f16a1eef181e8a76922,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I co-exist with the AI to solve the task,UNCODED
6a19406dba2ddac41395a833,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I have used mainly AI and trusted it, as I have given all of the information needed. It has speeded up the time.",UNCODED
69efb71c13372cd446d8b074,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",check my answers,unspecified_verification
63d0e55975e5beb4cdb7b188,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I asked the AI, then checked to see if it was correct looking through the scenario.",verify_against_source
62e02b26e879244a99e852fa,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",Just had a quick look to see if the answers sounded plausible.,UNCODED
57f9238bc786ac00011ebc72,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I inputted the scenario provided into the AI agent, alongside the specific questions that needed to be assessed. From there, I asked it to answer the questions provided, bolding up any key bits of information relevant to solving the questions to determine which were correct, if either.",UNCODED
677c5eca7746c5274a7d88a4,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I used the Ai assstant provided to answer some questions.,UNCODED
69f1cef04898374f3c779ab0,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",questioning the AI if its sure or if it can double check or give me its reasoning behind the answer.,reasoning_check
5cab22cd68194f001511b2d6,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I asked the AI the question and then I checked its reasoning against the scenario and decided whether I thought it was correct or not.,ai_self_verify;reasoning_check;verify_against_source
6a0464c4873f031f438f0327,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I double checked every answer and re read every scenario till i fully understood the message,verify_against_source
6a1d6ed2d1f659ae0b6ed638,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","AI use for summarising, reading over the scenarios",prompt_engineering
6a1ea2a53b2581b93256a6a6,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I by myself read all the scenario rules so I understood every statement clearly before deciding whether it was correct without the assistance of the AI,own_first_then_compare
6a186b9f5994daad25347f2d,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I cross-check the answer given to me by the AI and compare them with my understanding about the task,own_first_then_compare
6a1806979a036be32a527ff3,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I have have a multi model orchestration system that gives a consensus score on technical problems - these are then reviewed by me to enable a clear decision to be made.,UNCODED
671a3ac3dada5efe6d439698,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I tried to figure out if there were any AI answers that I disagreed with, and made sure that I read through the reasoning that each answer gave.",overrode_ai;reasoning_check
6a19fedb153705573a04a9b2,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I read through and completely believe the result of AI if it align with what i have in mind.,UNCODED
697fbcfaae6bc29a56c28d58,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I read the scenarios properly before making decisions,UNCODED
66796f6a50ac90662e958273,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",just trusted the AI,full_reliance
6a00e36e3f9414f0d94977fd,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I thought about my own answer first. Then I would read the AI response to see if the same answer was provided. If so, I went with that response straightaway. If it differed, I thought longer about the scenario before submitting my answer. In most cases, after reviewing again I agreed with the AI.",own_first_then_compare
63d7a55aac703039f14c6705,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I tried doing them myselve first and double check my answer with AI and if we different i see its reasoning and consider and if they question was too complex i would just use the ai answer,effort_cost_time;unspecified_verification
6a0c5ad1f13f59bf0a03fffc,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",Well I preferred to get a quick overview with the AI Assistant to highlight the main points and then I would Paste the question to the AI Assistant and ask for relevant answer.,UNCODED
5cf510ccb0bafb00161ffd56,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",i provided the ai assistant with the scenario and then with the options to look at to see what statement was correct,UNCODED
637fad91c9976f9e66a65840,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I relied entirely on the AI to recommend a decision but always asked it to double check before accepting its answer.,ai_self_verify;full_reliance
6a4414eb85f59713b94a03a1,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I first try  to answer on my own, then I ask the AI to see if I'm correct, if not then I will check the reasons it gave for it's own answers if they actually make sense",own_first_then_compare
69f0e5c8a2d68fe090716dc0,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I read the scenario more than once before answering questions.,UNCODED
6a21f4c12774bbcebeeca3e7,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","Carefully read the scenarios and the questions, then try my best to be objective in terms of decision making. Finally, take AI's recommendation before the submission.",UNCODED
559bbbdafdf99b7ce19d5b3d,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I followed the logic of the AI answers and if it made sense to me, I agreed with it. The information was too involved for me to figure it out alone without AI helping me.  If AI seemed to struggle in the computation, I double checked. If it seemed sure and fast, I trusted it.",reasoning_check
6a269f30c7c9932b93e39124,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",First I asked the AI about the scenario and then I asked the corresponding questions and then I read the scenario myself and try to answer the question to see if it will match,UNCODED
6a00dc49200488c52c09e666,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I just told the AI the scenario then asked it the questions. I checked a couple and I found one error it seemed to make. I also asked the AI on occassion why the answers it gave me were correct and why the rest were wrong.,UNCODED
669053bbebafdd430e770142,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","i simply copied and pasted the questions . It was far too complicated for me to do on my own,",effort_cost_time
6a063889228a40fd72e93598,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I asked for a rating of what the AI thought the likelyhood of it being correct was.,UNCODED
5be373e07e3c9b0001c4d434,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I sense checked some of the answers,unspecified_verification
5c0cb29e1b80df00017843d2,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I selected what I felt best suited the option after reading the scenario and exercise. I also used the help of the AI,UNCODED
613a37819b27acb95e432628,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I gave the AI the context and sometimes the questions, asked it to expand on the questions and also asked it to do things to help me understand things more.",UNCODED
69f6512526e29f5893e6c203,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I read all scenarios carefully, I had some doubts after reading, but I tried to give as much detailed instructions as possible to the AI. After I got the response from the AI, I tried to understand why and what the reasons behind that to the best of my capabilities.",UNCODED
69f251f0d23a0b8b82cab811,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",Let AI do its reasoning while I checked what my answers would be. Then see if they match my expectations.,full_reliance;reasoning_check
55d22025cc2b18000c0b9d9c,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","If the scenario or the question seemed quite complex, I'd ensure I cross referenced the statements that the AI gave me with the scenario I was presented, as sometimes they can invent rules that are completely wrong. Even then, I wasn't always sure if I was second guessing myself or the AI!",effort_cost_time;own_first_then_compare
6a180ce2e153fafcb23cb3cc,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","At first it was to take in the scenario and then proceed back to the questions, it sometimes meant double or triple reading due to how much inforamtion needed to be balanced. Then it was a case of feeding it to the AI and seeing if what I thought matched up with it's responses and if necessary check the AI's interpretation.",UNCODED
69fb9150ffbd80e33acb2237,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",strictly logic constraint matrix checks,reasoning_check
6a05f983071b3fb2a0e01414,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","Initially, I came up with my own conclusion then cross referenced. I often noticed there were discrepancies, and challenged them. The next two scenarios I felt were harder and more fatiguing, so I asked the AI to give their conclusion which I then read and challenged myself. Where I wasn't sure, I got the AI to check its answers again more thoroughly.",ai_self_verify;overrode_ai;own_first_then_compare
6a15aecec496a8f5acb7ea17,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I briefly read the scenario and considered potential solutions, and checked this aligned with what the AI had said. However, sometimes the scenario was very complex and I found it difficult to verify, so I had to trust the AI.",effort_cost_time;full_reliance;unspecified_verification
5e1e6eccd727e91c36a943fd,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","Double checking, asking for confidence percentages and full explanations.",unspecified_verification
6a148943d63fe1ecc3e2970d,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",Read through the text to make sure the Ai was correct and asked the AI to double check and evaluate its answers against other outcomes,ai_self_verify
6a15c95975b2d293de75ed8c,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I basically delegated the solving to the AI then read the answer to see if the reasoning made sense which it always did. And when I made a mistake they declared they did not have sufficient information to make a judgement which reinforced my trust in the AI.,full_reliance;reasoning_check
6a063e75051be6d8504d339b,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",Using Critical Thinking,UNCODED
6a062356e11b977c2d0a0eef,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I asked AI to double-check,ai_self_verify
6a01c4c8248651c0157c76c5,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I checked my answers by asking AI.,unspecified_verification
69ebc08476719be8a035de6d,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I relied on the AI tool entirely,full_reliance
6151e69a392433707e7a9dfb,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I copied the full scenario and asked the AI to check each constraint step by step. I then compared the AI's answer against the scenario myself, especially availability, timing, cost and whether any counterexample schedule was possible.",ai_self_verify;prompt_engineering;verify_against_source
6a0f4efa4c1c3cea7f8f090a,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",Initially I questioned the AI to make sure but then I trusted it too much and did not ask extra questions for a few until I realised it was providing incorrect suggestions and I made sure to question it heavily towards the end.,effort_cost_time;overrode_ai
69ff773caae9f9dfb3fc081c,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I worked out the answers to the best of my ability, asked the LLM and evaluated its answers",UNCODED
66fad26e4b07f6149ceb136d,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I began to trust the AI assistant more as the task progressed. At the beginning I tried to solve the problems completely by myself, but as we progressed I put more and more trust into the AI and only really half checked whether they were right, particularly if the AI's reasoning appeared to be sound.",full_reliance;own_first_then_compare;reasoning_check
6a24daa3f97e30d2143a085a,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I tried to understand the scenarios, but some were very wordy and hard to get my head around. For the first two scenarios, i highly depended on AI for the answers. For the last scenario, i used my own knowledge more as i understood the scenario better, and used AIs prompts to help solidy my answer",full_reliance
6a21da4f7725746be976f70f,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I used RAG style prompting to get answers by making the AI answer from provided information and nothing else.,UNCODED
6a1f2648e8f22a561550e699,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I gave the AI the input info and read a quick overview and fact checked a couple of things, but not in detail or depth",unspecified_verification
6a11601203137aea7dacc186,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",i crossed the dates and compared with ai resultd,UNCODED
6a0c537b5ea99e16c2db1324,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","Tried solving without AI, then making the AI solve it. If we had the same answers, I didn't bother checking and was confident. If we had different answers, I used the AI's answer after checking the logic.",reasoning_check
6a1de887b7cd6b85f4db6cf2,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I gave AI the information from the scenario. Allowed the AI tool to summarise the information and then posed the question.,prompt_engineering
602252fc987b513210335173,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","Added the scenario for the AI to understand the background then got the AI to answer the question, I asked the question first then provided the scenario and compared if the answer was the same",verify_against_source
60dc63cf94238618c443b2d9,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",none,no_strategy
62e25115fb932baf4a93173f,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","To be honest, I trusted that the AI knew what it was doing. I am aware that it can sometimes be incorrect and hallucinate its answers but I have low confidence for these kinds of problem solving scenarios, so I was happy to go long with the AI recommendation and just trust that it would be right more often than not.",full_reliance
614714ff71b7fab77e0a8ef6,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","i trusted AI, so i used the guide and confidently knew it knew what it was doing",full_reliance
6a33b4c44efab6e3d08691d7,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","Read both task and answers, get AI's opinion",UNCODED
5f3ec93efbd299158253f283,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","i found the tasks too complicated to solve on my own within the time specified. if i had tried then it would have taken me hours., so i had to rely on the AI. I was satisfied that it had fully reasoned how it got to its conclusions so i trusted its output without checking the answers thoroughly.",effort_cost_time;full_reliance;own_first_then_compare
6a0f6dad60f4e6d19724e737,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I used my logic, asides following the AI, I also thought about the answers before the AI responded and I only used the AI's response if it was the same with mine. Except ones i wasn't sure about",own_first_then_compare
63d7b16595cb392c4501cc1e,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",none i just went off what ai said,UNCODED
6a1602689050cce832321f97,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","The AI was sufficient and correct, I asked it in every step of the way to get the right answers.",UNCODED
5ee10c33a3011311034f2cb1,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","On a daily basis I feed the data I use into AI to compile answers and help. The userinterface for this ai is really bad however, so I didn't even realise if/when I actually moved onto the next message, as when I'd initially submit my answers, it would display a prompt in read asking me to prompt AI at least once before proceeding, so I thought it hadn't captured the initial response.",UNCODED
5fbf90f025a567296d943c7e,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I tried to read the scenario carefully to try and understand it, I really needed the AI's help. I tried to read the AI's responses and compare it from what I understood from the text. I also asked the AI to double check  until I was fairly confident that the AI was giving the correct answers. If there was any confusion on the part of the AI I asked why so I could understand the thinking behind it.",ai_self_verify
6054cdc28222dc1ca6f58d8c,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I tried to answer it myself, think what do I think the answer is then put it in AI and see if my answer was the same or different, if I agree with AI why or process to get to the answer.",own_first_then_compare
6a0c810fde5e00323faefdfb,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","Organisational tasks such as this are really tough for me. My brain does not work that way. I relied heavily on the AI for that reason, but I did attempt to check its reasoning whenever possible.",full_reliance;reasoning_check
6a11a434b06823950a4448a5,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I tried to ensure the AI fully understood the scenario accurately first, then I asked it to give me the answer and cross check multiple times till the answer and logic is consistent.",ai_self_verify
6a2181d1f0ad377a924abd5d,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I only checked a couple AI answers, before putting more faith into it. I had to switch up the prompts during the 'only for this question' questions since they messed with the AI's understanding.",UNCODED
6a21935e44fa7ca6cd47ffd1,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","Asking the AI the questions, then taking the time it went through to look at the information and then cross check it's reasoning.",reasoning_check;verify_against_source
6346d9fda71cffd6c403c4a2,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I read the questions and tried to look out for clues on how to answer them while reading the scenarios afterwards, and it helped.",UNCODED
60a6e4db0fb2c1d91fc00724,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",reading through the A'I'S conclusion.,UNCODED
66cdeb8a1b24ca4b3267616c,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I just worked soley with AI to get the awnsers  i needed.,UNCODED
668a563a0991d87c8cc08069,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","i read through the scenario first, ""trying"" to make sense of it LOL.  Then I read the questions one by one and after inputting them into AI for an answer, I referred back to the scenario to try and check if the information AI gave was correct.  Some situations were so complex I wasn't fully able to follow along, and that's why on some questions I wasn't 100% sure if the answer we gave was correct.",effort_cost_time;verify_against_source
637e1c5a4cf3a6a0f0acd67c,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I relied heavily on the AI and did not check it's answers.,ai_self_verify;full_reliance
69f48670cedd5791181362cb,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I used the AI's reasoning to double check over the answers,, and realised more often than not they had either misunderstood the question or calculated wrong somewhere, so it was only really with my workings out that I realised that most seemed incorrect.",overrode_ai;own_first_then_compare;reasoning_check
676ed6c97f59dba5a786886d,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I checked the scenarios to understand the context and then prompted the AI to help me in making up my mind. the scenarios were complex with a lot of information so I had to rely on the AI  to a great extent.  To improve my performance I asked for the AI's confidence level in the result before double checking. If the confidence was too low I would change my answer accordingly.,ai_self_verify;full_reliance;verify_against_source
669677d986a5a20026bbf20e,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I tried to refer back tot he source material and question the AI to check its reasoning and challenge,ai_self_verify;overrode_ai;reasoning_check;verify_against_source
69ea247da4f33d963f6377bd,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I reviewed the final suggestions provided by AI and looked to verify the results by reviewing the source information.,unspecified_verification
68493ffd97ee0ae8c1f6683e,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",Try to understand and validate AI answers from my reasoning,UNCODED
6a1f03c7db3ac189886daa83,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",i copied and paste the question to the AI bot provided,UNCODED
69ffbea27516957e550655d3,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","Although it was a lot of information to take in, I did try and pull out key parts of the scenario and clarify with the AI at times to see if the answer was actually correct. I did mostly rely on the AI to solve these issues though.",full_reliance
69fb31c7fd922d9f38394582,ai,21.2,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I used the ai tool to add prompts to get the answers i needed and by copying and pasting i got the actually detais i needed to answer the queastions,UNCODED
